Country Name,Country Code,Series Name,Series Code,2022 [YR2022],2023 [YR2023]
Bolivia,BOL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.191908553242683,-0.313183635473251
Bolivia,BOL,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,6,6
Bolivia,BOL,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,41.5094337463379,35.0710906982422
Bolivia,BOL,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,25,19.9052124023438
Bolivia,BOL,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,51.886791229248,48.3412322998047
Bolivia,BOL,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.233049780130386,0.227244794368744
Bolivia,BOL,Regulatory Quality: Estimate,RQ.EST,-1.21053624153137,-1.17711877822876
Bolivia,BOL,Regulatory Quality: Number of Sources,RQ.NO.SRC,8,8
Bolivia,BOL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,10.3773584365845,11.7924528121948
Bolivia,BOL,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,4.71698093414307,4.71698093414307
Bolivia,BOL,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,20.2830181121826,20.2830181121826
Bolivia,BOL,Regulatory Quality: Standard Error,RQ.STD.ERR,0.20897077023983,0.20820315182209
Bolivia,BOL,Rule of Law: Estimate,RL.EST,-1.30140423774719,-1.21933794021606
Bolivia,BOL,Rule of Law: Number of Sources,RL.NO.SRC,12,12
Bolivia,BOL,Rule of Law: Percentile Rank,RL.PER.RNK,9.43396186828613,11.7924528121948
Bolivia,BOL,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,5.18867921829224,6.13207530975342
Bolivia,BOL,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,15.5660381317139,19.3396224975586
Bolivia,BOL,Rule of Law: Standard Error,RL.STD.ERR,0.167237296700478,0.167979657649994
Bolivia,BOL,Voice and Accountability: Estimate,VA.EST,-0.197485566139221,-0.265191316604614
Bolivia,BOL,Voice and Accountability: Number of Sources,VA.NO.SRC,12,12
Bolivia,BOL,Voice and Accountability: Percentile Rank,VA.PER.RNK,40.0966186523438,39.2156867980957
Bolivia,BOL,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,34.7826080322266,34.8039207458496
Bolivia,BOL,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,47.8260879516602,44.1176452636719
Bolivia,BOL,Voice and Accountability: Standard Error,VA.STD.ERR,0.127690404653549,0.124845370650291
Bosnia and Herzegovina,BIH,Control of Corruption: Estimate,CC.EST,-0.684315621852875,-0.581560015678406
Bosnia and Herzegovina,BIH,Control of Corruption: Number of Sources,CC.NO.SRC,8,9
Bosnia and Herzegovina,BIH,Control of Corruption: Percentile Rank,CC.PER.RNK,26.4150943756104,30.6603775024414
Bosnia and Herzegovina,BIH,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,19.3396224975586,21.2264156341553
Bosnia and Herzegovina,BIH,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,39.1509437561035,45.2830200195312
Bosnia and Herzegovina,BIH,Control of Corruption: Standard Error,CC.STD.ERR,0.171835422515869,0.167741641402245
Bosnia and Herzegovina,BIH,Government Effectiveness: Estimate,GE.EST,-1.06496071815491,-0.967812538146973
Bosnia and Herzegovina,BIH,Government Effectiveness: Number of Sources,GE.NO.SRC,5,6
Bosnia and Herzegovina,BIH,Government Effectiveness: Percentile Rank,GE.PER.RNK,12.7358493804932,15.5660381317139
Bosnia and Herzegovina,BIH,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,6.13207530975342,7.54716968536377
Bosnia and Herzegovina,BIH,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,30.1886787414551,33.0188674926758
Bosnia and Herzegovina,BIH,Government Effectiveness: Standard Error,GE.STD.ERR,0.28508922457695,0.2918501496315
Bosnia and Herzegovina,BIH,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.483193695545197,-0.353373318910599
Bosnia and Herzegovina,BIH,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,5,6
Bosnia and Herzegovina,BIH,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,27.8301887512207,31.2796211242676
Bosnia and Herzegovina,BIH,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,16.5094337463379,17.5355453491211
Bosnia and Herzegovina,BIH,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,45.2830200195312,46.9194297790527
Bosnia and Herzegovina,BIH,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.240797773003578,0.230550855398178
Bosnia and Herzegovina,BIH,Regulatory Quality: Estimate,RQ.EST,-0.157615318894386,-0.141291111707687
Bosnia and Herzegovina,BIH,Regulatory Quality: Number of Sources,RQ.NO.SRC,6,7
Bosnia and Herzegovina,BIH,Regulatory Quality: Percentile Rank,RQ.PER.RNK,45.7547187805176,46.698112487793
Bosnia and Herzegovina,BIH,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,31.1320762634277,32.0754699707031
Bosnia and Herzegovina,BIH,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,60.3773574829102,59.9056587219238
Bosnia and Herzegovina,BIH,Regulatory Quality: Standard Error,RQ.STD.ERR,0.240944251418114,0.23965160548687
Bosnia and Herzegovina,BIH,Rule of Law: Estimate,RL.EST,-0.306983083486557,-0.351819545030594
Bosnia and Herzegovina,BIH,Rule of Law: Number of Sources,RL.NO.SRC,9,10
Bosnia and Herzegovina,BIH,Rule of Law: Percentile Rank,RL.PER.RNK,41.5094337463379,39.6226425170898
Bosnia and Herzegovina,BIH,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,30.1886787414551,27.8301887512207
Bosnia and Herzegovina,BIH,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,52.3584899902344,50
Bosnia and Herzegovina,BIH,Rule of Law: Standard Error,RL.STD.ERR,0.160526990890503,0.161017969250679
Bosnia and Herzegovina,BIH,Voice and Accountability: Estimate,VA.EST,-0.324730277061462,-0.319465935230255
Bosnia and Herzegovina,BIH,Voice and Accountability: Number of Sources,VA.NO.SRC,9,9
Bosnia and Herzegovina,BIH,Voice and Accountability: Percentile Rank,VA.PER.RNK,37.6811599731445,38.235294342041
Bosnia and Herzegovina,BIH,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,32.8502426147461,33.3333320617676
Bosnia and Herzegovina,BIH,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,42.0289840698242,42.1568641662598
Bosnia and Herzegovina,BIH,Voice and Accountability: Standard Error,VA.STD.ERR,0.128053158521652,0.127227261662483
Botswana,BWA,Control of Corruption: Estimate,CC.EST,0.661908507347107,0.685792088508606
Botswana,BWA,Control of Corruption: Number of Sources,CC.NO.SRC,10,11
Botswana,BWA,Control of Corruption: Percentile Rank,CC.PER.RNK,74.0566024780273,73.5849075317383
Botswana,BWA,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,65.0943374633789,64.6226425170898
Botswana,BWA,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,79.7169799804688,80.1886825561523
Botswana,BWA,Control of Corruption: Standard Error,CC.STD.ERR,0.160414054989815,0.163091152906418
Botswana,BWA,Government Effectiveness: Estimate,GE.EST,0.439493864774704,0.430828422307968
Botswana,BWA,Government Effectiveness: Number of Sources,GE.NO.SRC,8,9
Botswana,BWA,Government Effectiveness: Percentile Rank,GE.PER.RNK,66.5094375610352,66.9811325073242
Botswana,BWA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,57.0754699707031,53.7735862731934
Botswana,BWA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,76.4150924682617,78.7735824584961
Botswana,BWA,Government Effectiveness: Standard Error,GE.STD.ERR,0.220524862408638,0.22459189593792
Botswana,BWA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.0739837884903,1.03843998908997
Botswana,BWA,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,7,8
Botswana,BWA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,87.2641525268555,87.2037887573242
Botswana,BWA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,69.8113174438477,70.1421813964844
Botswana,BWA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,97.1698150634766,96.6824645996094
Botswana,BWA,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.226557314395905,0.219390243291855
Botswana,BWA,Regulatory Quality: Estimate,RQ.EST,0.621043562889099,0.497434794902802
Botswana,BWA,Regulatory Quality: Number of Sources,RQ.NO.SRC,8,9
Botswana,BWA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,72.1698150634766,66.9811325073242
Botswana,BWA,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,60.8490562438965,56.6037750244141
Botswana,BWA,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,77.8301849365234,76.4150924682617
Botswana,BWA,Regulatory Quality: Standard Error,RQ.STD.ERR,0.212983131408691,0.214557975530624
Botswana,BWA,Rule of Law: Estimate,RL.EST,0.459227591753006,0.390436381101608
Botswana,BWA,Rule of Law: Number of Sources,RL.NO.SRC,11,12
Botswana,BWA,Rule of Law: Percentile Rank,RL.PER.RNK,65.5660400390625,61.3207550048828
Botswana,BWA,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,56.6037750244141,54.2452812194824
Botswana,BWA,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,74.5283050537109,72.1698150634766
Botswana,BWA,Rule of Law: Standard Error,RL.STD.ERR,0.159783154726028,0.159466654062271
Botswana,BWA,Voice and Accountability: Estimate,VA.EST,0.449784100055695,0.504056930541992
Botswana,BWA,Voice and Accountability: Number of Sources,VA.NO.SRC,12,12
Botswana,BWA,Voice and Accountability: Percentile Rank,VA.PER.RNK,60.8695640563965,62.7450981140137
Botswana,BWA,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,55.5555572509766,56.8627433776855
Botswana,BWA,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,67.1497573852539,69.6078414916992
Botswana,BWA,Voice and Accountability: Standard Error,VA.STD.ERR,0.120863504707813,0.118571706116199
Brazil,BRA,Control of Corruption: Estimate,CC.EST,-0.566354334354401,-0.503643155097961
Brazil,BRA,Control of Corruption: Number of Sources,CC.NO.SRC,11,10
Brazil,BRA,Control of Corruption: Percentile Rank,CC.PER.RNK,32.0754699707031,34.4339637756348
Brazil,BRA,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,21.698112487793,23.5849056243896
Brazil,BRA,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,44.8113212585449,47.1698112487793
Brazil,BRA,Control of Corruption: Standard Error,CC.STD.ERR,0.158184841275215,0.165496736764908
Brazil,BRA,Government Effectiveness: Estimate,GE.EST,-0.588259339332581,-0.546764314174652
Brazil,BRA,Government Effectiveness: Number of Sources,GE.NO.SRC,8,8
Brazil,BRA,Government Effectiveness: Percentile Rank,GE.PER.RNK,31.1320762634277,32.0754699707031
Brazil,BRA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,14.1509437561035,16.5094337463379
Brazil,BRA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,44.3396224975586,44.8113212585449
Brazil,BRA,Government Effectiveness: Standard Error,GE.STD.ERR,0.244514212012291,0.244897246360779
Brazil,BRA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.395036935806274,-0.408567786216736
Brazil,BRA,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,8,8
Brazil,BRA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,31.1320762634277,28.4360198974609
Brazil,BRA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,18.3962268829346,17.5355453491211
Brazil,BRA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,45.7547187805176,43.1279602050781
Brazil,BRA,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.214086413383484,0.208098113536835
Brazil,BRA,Regulatory Quality: Estimate,RQ.EST,-0.220437631011009,-0.29647821187973
Brazil,BRA,Regulatory Quality: Number of Sources,RQ.NO.SRC,8,8
Brazil,BRA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,43.8679237365723,40.0943412780762
Brazil,BRA,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,29.7169818878174,27.3584899902344
Brazil,BRA,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,55.1886787414551,52.8301887512207
Brazil,BRA,Regulatory Quality: Standard Error,RQ.STD.ERR,0.212983131408691,0.215120673179626
Brazil,BRA,Rule of Law: Estimate,RL.EST,-0.257879137992859,-0.308802843093872
Brazil,BRA,Rule of Law: Number of Sources,RL.NO.SRC,12,12
Brazil,BRA,Rule of Law: Percentile Rank,RL.PER.RNK,43.3962249755859,41.9811325073242
Brazil,BRA,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,32.5471687316895,28.7735843658447
Brazil,BRA,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,53.301887512207,52.3584899902344
Brazil,BRA,Rule of Law: Standard Error,RL.STD.ERR,0.161367252469063,0.163038805127144
Brazil,BRA,Voice and Accountability: Estimate,VA.EST,0.225268334150314,0.382853865623474
Brazil,BRA,Voice and Accountability: Number of Sources,VA.NO.SRC,13,13
Brazil,BRA,Voice and Accountability: Percentile Rank,VA.PER.RNK,55.5555572509766,59.8039207458496
Brazil,BRA,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,48.3091773986816,53.9215698242188
Brazil,BRA,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,59.9033813476562,66.1764678955078
Brazil,BRA,Voice and Accountability: Standard Error,VA.STD.ERR,0.125230401754379,0.122962452471256
Brunei Darussalam,BRN,Control of Corruption: Estimate,CC.EST,1.1751925945282,1.27803611755371
Brunei Darussalam,BRN,Control of Corruption: Number of Sources,CC.NO.SRC,3,3
Brunei Darussalam,BRN,Control of Corruption: Percentile Rank,CC.PER.RNK,83.9622650146484,88.6792449951172
Brunei Darussalam,BRN,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,77.8301849365234,79.2452850341797
Brunei Darussalam,BRN,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,91.5094375610352,94.8113174438477
Brunei Darussalam,BRN,Control of Corruption: Standard Error,CC.STD.ERR,0.24932262301445,0.248931497335434
Brunei Darussalam,BRN,Government Effectiveness: Estimate,GE.EST,1.42228293418884,1.4017870426178
Brunei Darussalam,BRN,Government Effectiveness: Number of Sources,GE.NO.SRC,3,3
Brunei Darussalam,BRN,Government Effectiveness: Percentile Rank,GE.PER.RNK,91.0377349853516,90.0943374633789
Brunei Darussalam,BRN,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,77.3584899902344,78.7735824584961
Brunei Darussalam,BRN,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,98.1132049560547,98.1132049560547
Brunei Darussalam,BRN,Government Effectiveness: Standard Error,GE.STD.ERR,0.327513784170151,0.344503611326218
Brunei Darussalam,BRN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.24248862266541,1.36600065231323
Brunei Darussalam,BRN,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,5,5
Brunei Darussalam,BRN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,94.8113174438477,96.6824645996094
Brunei Darussalam,BRN,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,75.9433975219727,82.9383850097656
Brunei Darussalam,BRN,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,99.0566024780273,100
Brunei Darussalam,BRN,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.239764600992203,0.235312148928642
Brunei Darussalam,BRN,Regulatory Quality: Estimate,RQ.EST,1.06704342365265,0.97689163684845
Brunei Darussalam,BRN,Regulatory Quality: Number of Sources,RQ.NO.SRC,4,4
Brunei Darussalam,BRN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,82.5471725463867,80.6603775024414
Brunei Darussalam,BRN,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,71.698112487793,66.9811325073242
Brunei Darussalam,BRN,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,92.4528274536133,91.5094375610352
Brunei Darussalam,BRN,Regulatory Quality: Standard Error,RQ.STD.ERR,0.289234340190887,0.29082402586937
Brunei Darussalam,BRN,Rule of Law: Estimate,RL.EST,0.933759748935699,0.886853814125061
Brunei Darussalam,BRN,Rule of Law: Number of Sources,RL.NO.SRC,4,4
Brunei Darussalam,BRN,Rule of Law: Percentile Rank,RL.PER.RNK,80.1886825561523,79.2452850341797
Brunei Darussalam,BRN,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,69.3396224975586,66.9811325073242
Brunei Darussalam,BRN,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,86.7924499511719,85.3773574829102
Brunei Darussalam,BRN,Rule of Law: Standard Error,RL.STD.ERR,0.205586060881615,0.205680638551712
Brunei Darussalam,BRN,Voice and Accountability: Estimate,VA.EST,-0.815467596054077,-0.715453028678894
Brunei Darussalam,BRN,Voice and Accountability: Number of Sources,VA.NO.SRC,4,4
Brunei Darussalam,BRN,Voice and Accountability: Percentile Rank,VA.PER.RNK,25.6038646697998,28.9215679168701
Brunei Darussalam,BRN,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,19.3236713409424,22.5490188598633
Brunei Darussalam,BRN,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,32.3671493530273,34.8039207458496
Brunei Darussalam,BRN,Voice and Accountability: Standard Error,VA.STD.ERR,0.16281820833683,0.154057323932648
Bulgaria,BGR,Control of Corruption: Estimate,CC.EST,-0.158206030726433,-0.137721657752991
Bulgaria,BGR,Control of Corruption: Number of Sources,CC.NO.SRC,12,12
Bulgaria,BGR,Control of Corruption: Percentile Rank,CC.PER.RNK,50,50
Bulgaria,BGR,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,39.1509437561035,40.5660362243652
Bulgaria,BGR,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,58.0188674926758,58.0188674926758
Bulgaria,BGR,Control of Corruption: Standard Error,CC.STD.ERR,0.144522652029991,0.144912332296371
Bulgaria,BGR,Government Effectiveness: Estimate,GE.EST,-0.271232962608337,0.047112051397562
Bulgaria,BGR,Government Effectiveness: Number of Sources,GE.NO.SRC,8,9
Bulgaria,BGR,Government Effectiveness: Percentile Rank,GE.PER.RNK,42.4528312683105,53.301887512207
Bulgaria,BGR,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,27.8301887512207,37.7358474731445
Bulgaria,BGR,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,57.0754699707031,67.4528274536133
Bulgaria,BGR,Government Effectiveness: Standard Error,GE.STD.ERR,0.225330874323845,0.244319781661034
Bulgaria,BGR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.313428640365601,0.341861486434937
Bulgaria,BGR,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,7,8
Bulgaria,BGR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,54.7169799804688,55.4502372741699
Bulgaria,BGR,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,45.2830200195312,45.497631072998
Bulgaria,BGR,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,69.8113174438477,70.1421813964844
Bulgaria,BGR,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.226557314395905,0.219390243291855
Bulgaria,BGR,Regulatory Quality: Estimate,RQ.EST,0.320686906576157,0.40789669752121
Bulgaria,BGR,Regulatory Quality: Number of Sources,RQ.NO.SRC,8,9
Bulgaria,BGR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,61.7924537658691,65.5660400390625
Bulgaria,BGR,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,51.4150924682617,52.8301887512207
Bulgaria,BGR,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,72.6415100097656,75.4716949462891
Bulgaria,BGR,Regulatory Quality: Standard Error,RQ.STD.ERR,0.212983131408691,0.214557975530624
Bulgaria,BGR,Rule of Law: Estimate,RL.EST,-0.107922710478306,-0.00685768062248826
Bulgaria,BGR,Rule of Law: Number of Sources,RL.NO.SRC,12,13
Bulgaria,BGR,Rule of Law: Percentile Rank,RL.PER.RNK,50,53.7735862731934
Bulgaria,BGR,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,40.0943412780762,43.3962249755859
Bulgaria,BGR,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,55.6603775024414,57.0754699707031
Bulgaria,BGR,Rule of Law: Standard Error,RL.STD.ERR,0.148439005017281,0.14906419813633
Bulgaria,BGR,Voice and Accountability: Estimate,VA.EST,0.287512123584747,0.388988107442856
Bulgaria,BGR,Voice and Accountability: Number of Sources,VA.NO.SRC,11,11
Bulgaria,BGR,Voice and Accountability: Percentile Rank,VA.PER.RNK,57.487922668457,60.294116973877
Bulgaria,BGR,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,51.6908226013184,55.3921585083008
Bulgaria,BGR,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,60.8695640563965,64.7058792114258
Bulgaria,BGR,Voice and Accountability: Standard Error,VA.STD.ERR,0.102612741291523,0.104812726378441
Burkina Faso,BFA,Control of Corruption: Estimate,CC.EST,-0.111639469861984,-0.169615507125854
Burkina Faso,BFA,Control of Corruption: Number of Sources,CC.NO.SRC,12,12
Burkina Faso,BFA,Control of Corruption: Percentile Rank,CC.PER.RNK,50.9433975219727,49.5283012390137
Burkina Faso,BFA,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,41.5094337463379,38.2075462341309
Burkina Faso,BFA,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,58.9622650146484,57.0754699707031
Burkina Faso,BFA,Control of Corruption: Standard Error,CC.STD.ERR,0.151863604784012,0.155566200613976
Burkina Faso,BFA,Government Effectiveness: Estimate,GE.EST,-0.853148698806763,-0.826227486133575
Burkina Faso,BFA,Government Effectiveness: Number of Sources,GE.NO.SRC,10,10
Burkina Faso,BFA,Government Effectiveness: Percentile Rank,GE.PER.RNK,20.2830181121826,21.2264156341553
Burkina Faso,BFA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,10.8490562438965,11.3207550048828
Burkina Faso,BFA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,32.5471687316895,33.9622650146484
Burkina Faso,BFA,Government Effectiveness: Standard Error,GE.STD.ERR,0.213582724332809,0.217019364237785
Burkina Faso,BFA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.81536936759949,-2.035231590271
Burkina Faso,BFA,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,6,6
Burkina Faso,BFA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,7.07547187805176,5.68720388412476
Burkina Faso,BFA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,3.30188679695129,2.36966824531555
Burkina Faso,BFA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,9.43396186828613,8.53080558776855
Burkina Faso,BFA,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.233049780130386,0.227244794368744
Burkina Faso,BFA,Regulatory Quality: Estimate,RQ.EST,-0.468305677175522,-0.485633552074432
Burkina Faso,BFA,Regulatory Quality: Number of Sources,RQ.NO.SRC,9,9
Burkina Faso,BFA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,34.4339637756348,34.9056587219238
Burkina Faso,BFA,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,21.698112487793,21.698112487793
Burkina Faso,BFA,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,44.3396224975586,44.3396224975586
Burkina Faso,BFA,Regulatory Quality: Standard Error,RQ.STD.ERR,0.174772426486015,0.175018385052681
Burkina Faso,BFA,Rule of Law: Estimate,RL.EST,-0.611933767795563,-0.741778969764709
Burkina Faso,BFA,Rule of Law: Number of Sources,RL.NO.SRC,13,13
